y,x0,x1,x2,x3,x4,x5,x6,x7
1.5,1100.0,1.0,A0,3.0,1100,1050.0,46,1
3.45,1750.0,1.0,A0,3.0,1410,,26,-1
3.6,2520.0,1.0,A0,,1260,,60,-1
0.275,820.0,1.0,A0,3.0,820,,78,-1
2.75,2300.0,1.5,A0,4.0,1340,1540.0,111,-1
1.8495,1350.0,1.0,A0,4.0,1350,1900.0,47,-1
5.17,1560.0,1.0,A0,5.0,1560,1370.0,75,-1
5.2495,2020.0,1.0,A0,3.0,1230,,21,-1
1.32,860.0,1.0,A0,3.0,860,980.0,55,-1
3.27,710.0,1.0,A0,5.0,710,1530.0,110,-1
4.975,2330.0,1.0,A0,4.0,1380,,60,-1
1.93,1930.0,1.0,A0,4.0,1030,,48,-1
2.85,3730.0,1.0,A0,4.0,2150,,41,-1
4.65,1690.0,1.5,A0,3.0,1690,,108,-1
11.75,3160.0,2.0,A0,5.0,2360,2220.0,50,-1
5.75,3160.0,2.0,A0,3.0,3160,,9,-1
6.1495,2520.0,2.0,A0,3.0,2520,1890.0,1,-1
4.43,2790.0,2.0,A0,3.0,2790,,12,-1
3.62,1500.0,1.0,A0,4.0,910,1450.0,73,-1
2.9595,2529.0,2.0,,3.0,2529,2533.0,3,-1
2.571,2660.0,2.0,A0,3.0,1980,,19,-1
7.0,3220.0,2.0,A0,,3220,,22,-1
1.4,1430.0,1.0,A0,3.0,1030,,36,-1
3.4025,1400.0,1.0,A0,4.0,1400,,62,-1
5.38,1170.0,1.5,A0,4.0,1170,,88,-1
4.24,1220.0,1.0,A0,3.0,920,1270.0,89,-1
2.12,2660.0,2.0,A0,3.0,2660,2390.0,5,-1
10.35,7350.0,2.0,A0,3.0,4750,,14,-1
4.1,2050.0,1.0,A0,3.0,1330,,47,-1
3.25,1330.0,1.0,A0,3.0,1330,1940.0,59,-1
14.13,6880.0,2.0,A0,3.0,4070,,8,-1
3.99,1960.0,1.0,A0,4.0,1330,,39,-1
4.75,2910.0,1.5,A0,3.0,2910,,36,-1
1.5,1250.0,1.0,A0,3.0,1250,,48,-1
5.3,1500.0,3.0,A0,3.0,1110,1500.0,7,-1
4.8,2350.0,1.0,A0,3.0,1350,,58,-1
1.3,1200.0,1.0,A0,3.0,1200,,56,-1
2.485,2240.0,2.0,A0,3.0,2240,,72,10
12.14,3100.0,2.0,A0,3.0,2250,2660.0,34,-1
3.45,2380.0,1.0,A0,3.0,1610,2540.0,37,-1
6.375,2420.0,1.0,A0,3.0,1420,3170.0,67,16
3.6495,1210.0,1.0,A0,5.0,910,,109,-1
6.27,3880.0,2.0,A0,,3880,,11,-1
2.45,1610.0,2.0,A0,3.0,1240,,8,-1
3.875,2390.0,2.0,A0,3.0,2390,,1,-1
4.98,2150.0,2.0,A0,4.0,2150,,36,-1
4.75,1630.0,1.0,A0,4.0,1630,,61,-1
6.99,2830.0,2.0,A0,,2830,,17,-1
5.5,2990.0,2.0,A0,3.0,2990,,8,-1
2.28,1020.0,1.0,A0,3.0,1020,,37,-1
5.9,2700.0,1.0,A0,3.0,1560,,68,-1
4.1,1950.0,1.0,A0,4.0,1950,,48,-1
2.75,800.0,1.0,A0,4.0,800,,66,-1
2.749,2200.0,2.0,A0,3.0,2200,,25,-1
3.45,2270.0,1.0,A0,4.0,1360,,36,-1
5.75,3420.0,2.0,A0,3.0,3420,,13,-1
10.94,4610.0,2.0,A0,3.0,4610,,11,-1
4.54219,1990.0,1.0,A0,4.0,1290,,49,-1
6.05,3490.0,2.0,A0,3.0,2850,,8,-1
5.04,1280.0,2.0,A0,3.0,1080,1580.0,6,-1
6.75,2860.0,2.5,A0,4.0,2380,,113,-1
11.25,3850.0,2.0,A0,3.0,3180,,26,-1
9.35,1820.0,1.5,A0,3.0,1820,1820.0,92,1
2.95,1680.0,1.0,A0,4.0,1680,1680.0,28,-1
1.25,1720.0,2.0,A0,3.0,1720,,21,-1
3.562,1360.0,1.0,A0,3.0,1060,,49,-1
2.4,2210.0,2.0,A0,3.0,2210,890.0,11,-1
1.9995,1608.0,2.0,A0,3.0,1608,,1,-1
1.54,1760.0,1.0,A0,4.0,1760,,72,-1
12.345,4750.0,2.0,A0,3.0,3600,3600.0,10,-1
7.0,2300.0,2.0,A0,,2300,,16,-1
13.0,3500.0,2.0,A0,3.0,2460,3160.0,19,-1
2.0,2400.0,2.0,A0,4.0,2400,,42,-1
3.01,2420.0,1.0,A0,4.0,1420,,50,-1
2.55,1340.0,1.0,A0,4.0,1340,2950.0,54,-1
2.75,2560.0,2.0,A0,3.0,2560,,11,-1
16.55,5000.0,2.0,A0,3.0,3410,3360.0,7,-1
2.79,2160.0,2.0,A0,,2160,,16,-1
8.55,2200.0,2.0,A0,5.0,1430,2100.0,107,-1
0.94,890.0,1.0,A0,3.0,890,,58,-1
7.95,2320.0,1.5,A0,3.0,2320,3100.0,23,-1
2.57,2470.0,2.0,A0,3.0,2470,,13,-1
1.67,970.0,1.0,A0,3.0,970,,43,-1
3.8,1780.0,2.0,A0,3.0,1780,,12,-1
1.26,1010.0,1.0,A0,5.0,1010,,54,-1
2.97,2610.0,2.0,A0,4.0,2610,,25,-1
2.1,1560.0,1.0,A0,4.0,1560,,48,-1
3.5,1010.0,1.0,A0,3.0,1010,,100,-1
9.25,2610.0,2.0,A0,3.0,2130,,91,-1
3.998,1400.0,3.0,A0,3.0,1400,1400.0,15,-1
2.1,1160.0,1.0,A0,4.0,1160,1670.0,23,-1
5.085,1530.0,1.5,A0,4.0,1530,,107,-1
1.7,1720.0,1.0,A0,4.0,1140,,34,-1
13.13,3450.0,1.5,A0,4.0,2180,,51,-1
2.297,740.0,1.0,A0,4.0,740,,66,-1
7.25,2960.0,1.0,A0,4.0,1500,,58,-1
2.9,2200.0,2.0,A0,3.0,2200,,10,-1
2.35,1560.0,1.0,A0,3.0,1560,,41,-1
8.0,1820.0,1.0,A0,4.0,1820,,62,-1
5.65,1070.0,1.0,A0,3.0,1070,,91,-1
1.99,820.0,1.0,A0,,820,1410.0,61,-1
5.55,2670.0,1.5,A0,4.0,1780,,85,-1
5.21,1040.0,1.0,A0,3.0,1040,,105,40
4.75,2340.0,1.5,A0,3.0,1540,1590.0,109,-1
2.67,1320.0,3.0,A0,3.0,1320,,18,-1
5.14,920.0,1.0,A0,4.0,820,,111,-1
4.7,1610.0,1.0,A0,5.0,1090,1510.0,60,-1
5.5,1600.0,1.5,A0,4.0,1600,1900.0,69,-1
6.7495,3340.0,2.0,A0,3.0,3340,,10,-1
1.46,1250.0,1.0,A0,3.0,1250,,50,-1
1.85,2110.0,2.0,A0,,2110,,38,-1
7.3,2910.0,2.0,A0,,2910,,26,-1
6.6,2960.0,2.0,A0,3.0,2960,,26,-1
4.55,1810.0,1.5,A0,3.0,1810,,115,-1
3.235,1200.0,1.5,A0,3.0,1200,1120.0,70,-1
1.6495,1460.0,2.0,A0,,1460,,74,-1
2.41,1900.0,2.0,A0,4.0,1900,,23,-1
7.35,3480.0,2.0,A0,3.0,3480,2930.0,27,-1
5.65,2480.0,2.0,A0,3.0,2480,,17,-1
10.6399,4280.0,2.0,A0,3.0,4280,,1,-1
1.52064,1570.0,2.0,A0,3.0,1570,,107,-1
8.0165,2170.0,1.5,A0,5.0,1650,,87,45
6.4,2890.0,2.0,A0,3.0,2890,,11,-1
28.15,5780.0,2.0,A0,3.0,4130,3930.0,7,-1
3.95,2070.0,1.0,A0,,1370,,38,-1
2.52,2400.0,2.0,A0,3.0,2400,,17,-1
1.615,2140.0,1.5,A0,3.0,1320,,90,-1
6.25,3350.0,2.0,A0,3.0,3350,,11,-1
1.3,1600.0,2.0,A0,2.0,1600,,22,-1
2.27059,1390.0,3.0,A0,3.0,1390,,7,-1
2.285,1060.0,1.0,A0,4.0,1060,1420.0,42,-1
1.9,800.0,1.0,A0,3.0,700,1060.0,66,-1
0.77,700.0,1.0,A0,3.0,700,,95,-1
4.43,1680.0,2.0,A0,3.0,1380,1360.0,7,-1
4.75,1970.0,2.0,A0,5.0,1270,2390.0,86,-1
3.2,1780.0,1.5,A0,4.0,1780,,67,-1
5.0,1320.0,1.5,A0,,1320,,87,-1
1.21,1090.0,1.0,,4.0,1090,,53,-1
5.1,2500.0,1.0,A0,3.0,1250,,68,-1
5.7,2250.0,2.0,A0,3.0,2250,,19,-1
3.8,1870.0,1.0,A0,3.0,1870,,65,-1
7.1,3210.0,1.5,A0,3.0,3210,,31,-1
5.55,1590.0,1.5,A0,3.0,1590,1570.0,93,-1
7.58,3560.0,2.0,A0,3.0,2590,,9,-1
1.74,1520.0,1.0,A0,3.0,1520,,30,-1
6.015,1300.0,1.0,A0,3.0,880,,54,-1
3.87,3070.0,2.0,A0,,3070,,9,-1
3.9,2820.0,2.0,A0,4.0,2820,,26,-1
0.9,1630.0,1.0,A0,3.0,1630,,45,-1
4.05,1950.0,2.0,A0,3.0,1950,1900.0,32,-1
5.63,1720.0,2.5,A0,3.0,1410,,11,-1
2.86,2470.0,1.0,A0,3.0,1550,,42,-1
1.15,1750.0,1.0,A0,4.0,1750,,72,-1
2.4,1770.0,1.0,A0,,1770,,67,-1
3.3,2800.0,1.0,A0,5.0,1400,,61,-1
6.7,1960.0,1.0,A0,3.0,960,,93,14
3.92,1220.0,1.5,A0,3.0,1220,,50,-1
3.3,1010.0,1.5,A0,5.0,1010,1550.0,62,-1
4.35,2740.0,1.0,A0,4.0,1370,,56,-1
7.031,1480.0,1.0,A0,3.0,1050,,66,-1
3.9,3050.0,1.0,A0,,1550,,32,-1
0.95,790.0,1.0,A0,2.0,790,,71,-1
4.55,1365.0,3.0,A0,3.0,1315,,12,-1
1.78,2230.0,2.0,A0,3.0,2230,,9,-1
3.25,1810.0,2.0,A0,4.0,1810,,38,-1
4.23445,3216.0,2.0,A0,3.0,3216,,1,-1
2.522,1440.0,1.0,A0,4.0,1440,,73,32
1.97,1980.0,2.0,A0,,1980,2150.0,21,-1
8.95,3480.0,2.0,A0,,3480,,51,-1
12.65,2960.0,2.0,A0,3.0,2440,2960.0,78,25
3.75,1990.0,2.0,A0,,1990,2310.0,29,-1
5.9,2650.0,1.0,A0,4.0,1610,,40,-1
7.7,3360.0,2.0,A0,4.0,3360,,21,-1
4.46,2020.0,1.0,A0,4.0,1550,,39,-1
10.78,3780.0,1.0,A0,3.0,2650,3850.0,16,-1
2.45,1400.0,1.0,,,1400,1490.0,61,-1
2.95,1290.0,1.0,A0,3.0,1290,,31,-1
3.05,1450.0,2.0,A0,,1100,1450.0,6,-1
6.2195,2450.0,1.5,A0,4.0,1550,,95,-1
2.53,1470.0,1.0,A0,,1130,,32,-1
3.83,1660.0,1.0,A0,,1060,1450.0,75,-1
5.25,2710.0,2.0,A0,3.0,1650,,9,-1
4.95,1890.0,1.0,A0,3.0,1470,,66,2
5.25,2930.0,1.0,A0,3.0,2030,,22,-1
5.85,2290.0,3.0,A0,4.0,2290,,62,32
5.33,2240.0,1.0,A0,3.0,1220,,63,-1
4.25,2260.0,1.0,A0,3.0,1330,,13,-1
3.93,1470.0,2.0,A0,3.0,1470,,30,-1
2.515,1810.0,2.0,A0,3.0,1810,,45,-1
5.25,2710.0,2.0,A0,3.0,2710,2870.0,11,-1
2.175,2250.0,2.0,A0,3.0,2250,,7,-1
24.71,4190.0,2.5,A0,5.0,3490,,87,-1
4.88,1730.0,1.5,A0,3.0,1250,,97,-1
7.5,2980.0,1.0,A0,,2230,,26,-1
2.6,1090.0,2.0,A0,,960,1400.0,6,-1
0.77275,1020.0,1.0,A0,3.0,1020,,78,69
12.15,3430.0,2.0,A0,3.0,3430,,1,-1
4.7,2180.0,1.0,A0,4.0,1210,,56,-1
6.55,3550.0,2.0,A0,4.0,3550,3350.0,24,-1
3.85,1400.0,1.0,A0,4.0,700,1370.0,107,9
3.488,1940.0,2.0,A0,3.0,1940,1940.0,50,-1
8.95,4060.0,2.0,A0,3.0,2890,,62,20
1.2144,1560.0,1.0,A0,3.0,1560,,23,-1
5.15,2340.0,2.0,A0,3.0,2340,2510.0,28,-1
28.45,4575.0,2.5,A0,5.0,3905,3900.0,89,-1
5.6625,2220.0,3.0,A0,3.0,2220,,25,-1
7.35,3280.0,2.0,A0,3.0,3280,,30,-1
25.661,4660.0,2.0,A0,,4660,,10,-1
2.1,1210.0,1.5,A0,3.0,1210,,114,-1
3.75,1480.0,1.0,A0,4.0,1480,,44,-1
2.25,2090.0,2.0,A0,3.0,2090,,8,-1
3.75,1660.0,1.0,A0,5.0,1130,,47,-1
2.91,1520.0,1.0,A0,3.0,1520,,39,-1
6.358,2880.0,2.0,A0,,2880,,23,-1
6.88,1360.0,1.0,A0,4.0,1360,2530.0,73,-1
5.575,3500.0,2.0,A0,3.0,2760,,10,-1
7.235,1950.0,3.0,A0,3.0,1610,,6,-1
7.5,2670.0,2.0,,3.0,1870,1750.0,1,-1
3.07,1350.0,1.0,A0,4.0,1350,,41,-1
1.883,900.0,1.0,A0,3.0,900,,64,-1
0.65,1270.0,2.0,A0,3.0,1270,,34,-1
3.15,1080.0,1.0,A0,5.0,1080,1120.0,68,-1
1.35,2050.0,1.0,A0,3.0,1430,1940.0,59,-1
0.075,520.0,1.0,A0,,520,,64,-1
3.1,2020.0,2.0,A0,3.0,2020,,65,-1
3.7,1440.0,1.0,A0,3.0,1440,,7,-1
2.4,780.0,1.0,A0,2.0,780,,80,-1
1.6495,1900.0,1.5,A0,,1900,,73,-1
7.49,3650.0,2.0,A0,3.0,3650,,19,-1
5.475,2290.0,2.0,A0,3.0,2290,2290.0,32,3
5.05,1620.0,3.0,A0,3.0,1470,1620.0,7,-1
2.7,540.0,1.0,A0,3.0,540,,54,-1
3.7495,2420.0,2.0,A0,,2420,,8,-1
2.11,2060.0,2.0,A0,3.0,2060,,22,-1
0.95,1040.0,1.0,A0,2.0,1040,,68,-1
4.1,2820.0,1.0,A0,3.0,1410,2320.0,57,-1
3.02,1680.0,1.0,A0,3.0,1150,,36,-1
3.2,2250.0,2.0,A0,3.0,2250,,28,-1
3.45,1750.0,1.5,A0,4.0,1750,1750.0,61,-1
2.6,2330.0,2.0,A0,,2330,,17,-1
5.8995,3190.0,1.0,A0,3.0,1890,2270.0,2,-1
3.38,1520.0,1.0,A0,3.0,1520,,19,-1
4.015,1060.0,2.0,A0,,1060,,53,18
4.92035,2064.0,2.0,A0,5.0,2064,,112,-1
8.73,3510.0,2.0,A0,3.0,3510,,13,-1
2.35,2060.0,1.0,A0,4.0,1310,,27,-1
1.75,1780.0,1.0,A0,4.0,1420,,36,-1
3.95,2310.0,1.0,A0,3.0,1670,,26,-1
0.06,730.0,1.0,A0,1.0,730,,72,-1
2.1,950.0,1.0,A0,4.0,950,,56,-1
2.2,1690.0,2.0,A0,4.0,1690,1690.0,23,-1
1.8095,1500.0,1.0,A0,5.0,1500,1970.0,51,-1
4.6,1720.0,2.0,A0,3.0,1720,,21,-1
1.54,1190.0,2.0,A0,3.0,1190,1190.0,13,-1
3.15,1280.0,1.0,A0,3.0,940,,65,-1
9.875,1590.0,1.5,A0,4.0,1590,,90,-1
2.475,1190.0,1.0,A0,,1190,,19,-1
1.65,1460.0,1.0,A0,3.0,1140,1490.0,29,-1
3.025,1370.0,1.0,A0,3.0,1130,,89,60
3.27,1790.0,2.0,A0,3.0,1790,,23,-1
4.07,1350.0,2.0,A0,3.0,1180,,15,-1
2.7,2190.0,2.0,A0,3.0,2190,2190.0,15,-1
2.49,1070.0,1.0,A0,3.0,1070,,60,-1
2.05,1150.0,1.0,A0,3.0,1150,,56,-1
5.85,2780.0,2.0,A0,,2780,,37,-1
0.91,1010.0,1.0,A0,,1010,,58,-1
2.35,2610.0,1.0,A0,3.0,1670,,97,-1
3.35,1509.0,3.0,A0,3.0,1509,,1,-1
1.58,1980.0,1.0,A0,3.0,1030,,50,-1
10.8,2980.0,1.5,A0,4.0,2020,,80,-1
2.55,2300.0,2.0,A0,3.0,2300,,38,-1
11.75,2920.0,1.0,A0,3.0,2030,,58,-1
1.85,1990.0,2.0,A0,3.0,1990,,26,-1
2.3,2500.0,1.0,,3.0,1690,,53,-1
3.178,740.0,1.0,A0,5.0,740,,91,-1
6.825,3160.0,2.0,A0,3.0,3160,,38,-1
3.25,2530.0,1.0,A0,3.0,1440,,37,-1
4.95,2400.0,2.0,A0,3.0,2400,,24,-1
5.15,2400.0,1.0,A0,3.0,2400,2800.0,19,-1
2.8,1780.0,2.0,A0,2.0,1780,,22,-1
7.195,3030.0,1.5,A0,4.0,1930,,102,-1
1.7,1050.0,1.0,A0,3.0,1050,,65,-1
4.3,1240.0,1.5,A0,4.0,1240,,64,-1
1.35,1240.0,1.0,A0,4.0,1240,,99,-1
1.415,1020.0,1.0,A0,4.0,1020,1690.0,44,-1
2.75,2140.0,1.0,A0,3.0,1080,,50,-1
3.375,1530.0,1.0,A0,,1530,,73,11
6.95,2900.0,1.0,A0,3.0,1490,,28,-1
12.7,3440.0,2.0,A0,3.0,2520,2350.0,1,-1
3.05,1984.0,1.0,A0,3.0,1564,,53,-1
1.37,1100.0,1.0,A0,4.0,1100,1100.0,48,-1
7.25,3240.0,2.0,A0,3.0,3240,,21,-1
2.7,1200.0,1.0,A0,4.0,1200,,63,-1
2.37,1930.0,1.0,A0,3.0,1430,,31,-1
3.75,1420.0,1.0,A0,3.0,960,,39,-1
3.2375,2230.0,2.0,A0,3.0,2230,1310.0,61,-1
1.7995,2180.0,1.0,A0,5.0,1170,,38,-1
2.025,1690.0,2.0,A0,3.0,1690,,12,-1
3.45,1540.0,1.0,A0,5.0,1540,,54,-1
2.35,1460.0,1.0,A0,3.0,1460,,63,-1
2.97,1960.0,1.0,A0,5.0,1340,,36,-1
2.47,1950.0,2.0,A0,3.0,1950,1780.0,15,-1
3.975,1650.0,2.0,A0,3.0,1650,,19,-1
0.86,1700.0,1.0,A0,3.0,850,,61,-1
5.45,2480.0,2.0,A0,3.0,2480,,11,-1
2.95,2100.0,1.5,A0,3.0,2100,1340.0,101,-1
1.59,1630.0,1.0,A0,4.0,1050,,40,-1
8.625,1320.0,1.0,A0,4.0,1320,,61,-1
3.07,1450.0,2.0,A0,,1450,,6,-1
7.53,3520.0,2.0,A0,3.0,3520,,17,-1
1.85,1150.0,1.0,A0,3.0,1150,,105,-1
8.2,1700.0,1.0,A0,3.0,1260,,65,-1
0.92,1520.0,1.0,A0,,1520,,66,-1
3.31,1270.0,1.0,A0,,1030,,25,-1
6.74,1580.0,1.5,A0,3.0,1580,,89,-1
8.49,2200.0,1.5,A0,3.0,2200,,83,-1
4.705,1560.0,1.5,A0,4.0,1360,1670.0,79,-1
3.75,1680.0,1.0,A0,4.0,1680,,48,-1
7.74,2440.0,1.0,A0,4.0,1440,,65,-1
4.75,1440.0,1.5,A0,4.0,1440,1010.0,91,-1
3.945,2970.0,1.0,A0,4.0,1670,,46,-1
6.5,2620.0,1.0,A0,3.0,2620,,30,-1
4.82,2840.0,2.0,A0,3.0,2840,,3,-1
6.35,3830.0,2.0,A0,3.0,3830,,20,-1
8.38888,2370.0,2.0,A0,4.0,2370,,34,-1
2.25,1740.0,2.0,A0,5.0,1740,1680.0,26,-1
4.8,2040.0,1.0,A0,5.0,1120,1530.0,57,-1
6.145,2050.0,2.0,A0,3.0,2050,,2,-1
6.175,2420.0,2.0,A0,3.0,2420,,18,-1
3.87,1890.0,2.0,A0,4.0,1890,,36,-1
1.838,1290.0,2.0,A0,3.0,1290,,1,-1
9.5,5050.0,2.0,A0,3.0,5050,,14,-1
4.665,2320.0,1.0,A0,4.0,2320,,55,-1
5.19,1870.0,2.0,A0,4.0,1200,1790.0,78,-1
4.4,1920.0,1.0,A0,3.0,1920,2260.0,43,15
1.1,1280.0,2.0,A0,4.0,1280,,30,-1
3.2,1200.0,1.0,A0,4.0,600,,66,-1
3.1,1920.0,1.0,A0,4.0,1060,,94,-1
8.15,4490.0,2.0,A0,3.0,3200,,9,-1
5.9,2670.0,2.0,A0,4.0,1800,,101,-1
3.54,1350.0,1.5,A0,3.0,1350,,103,-1
0.89808,1250.0,1.0,A0,3.0,1250,,35,-1
5.47,1550.0,3.0,A0,,1550,,12,-1
4.1,1620.0,1.5,A0,3.0,1620,1760.0,92,-1
5.56,1930.0,1.5,A0,4.0,1930,,104,-1
4.249,2100.0,2.0,A0,3.0,2100,2100.0,16,-1
6.45,1590.0,1.0,A0,3.0,1320,,76,-1
4.565,3110.0,1.0,A0,4.0,3110,1880.0,57,43
3.93,2100.0,1.0,A0,4.0,1240,1980.0,39,-1
2.98,1770.0,1.5,A0,4.0,1140,,89,-1
3.52,1460.0,1.0,A0,4.0,1460,,48,-1
10.52,3160.0,2.0,A0,4.0,3160,,20,-1
3.45,2300.0,1.0,A0,,1430,,50,-1
7.04,2320.0,1.0,A0,4.0,1420,,58,-1
9.63,3050.0,1.0,A0,4.0,1650,2920.0,59,-1
6.0495,2230.0,2.0,A0,,2230,2230.0,1,-1
3.29,4060.0,1.0,A0,3.0,2030,,26,-1
6.24,2970.0,2.0,A0,4.0,2970,,37,-1
4.15,2840.0,2.0,A0,4.0,2840,2600.0,32,-1
4.25,1290.0,3.0,A0,3.0,1290,,8,-1
5.3,2800.0,1.0,A0,3.0,1420,,45,-1
6.25,3150.0,2.0,A0,3.0,3150,,14,-1
4.25,1190.0,1.0,A0,3.0,970,,75,-1
6.715,3460.0,2.0,A0,3.0,3460,,28,-1
3.41,1110.0,1.0,A0,4.0,1110,,52,-1
1.65,1360.0,1.5,A0,5.0,1360,,31,-1
4.85,2280.0,2.0,A0,3.0,2280,,26,-1
4.79729,2020.0,2.0,A0,5.0,1730,,72,-1
2.35,2070.0,1.0,A0,4.0,1420,,42,-1
2.74,1250.0,2.0,A0,3.0,1040,,8,-1
6.15,2590.0,2.0,A0,3.0,2590,,71,8
4.65,1230.0,2.0,A0,3.0,1050,1100.0,6,-1
4.65,1360.0,1.5,A0,5.0,1360,,64,-1
6.50995,3190.0,2.0,A0,3.0,3190,2630.0,14,-1
3.2,1440.0,1.0,A0,4.0,860,1550.0,66,-1
8.4,3210.0,2.0,A0,3.0,3210,,17,-1
2.645,1930.0,2.0,A0,3.0,1930,,21,-1
2.45,1100.0,1.0,A0,4.0,1100,1510.0,68,-1
5.025,2280.0,2.0,A0,3.0,2280,,31,-1
6.75,3020.0,2.0,A0,3.0,3020,,11,-1
7.07,1500.0,1.5,A0,5.0,1500,,110,-1
3.7,2230.0,2.0,A0,3.0,2230,2310.0,10,-1
4.55,1900.0,2.0,A0,3.0,1900,1510.0,9,-1
9.05,2390.0,2.0,A0,3.0,2090,2280.0,74,17
3.85,2680.0,1.0,A0,3.0,1510,,55,-1
2.3,1714.0,2.0,A0,3.0,1714,,5,-1
3.85,1760.0,2.0,A0,4.0,1760,2010.0,30,-1
3.07,1410.0,3.0,A0,,1410,,10,-1
1.64,940.0,1.0,A0,3.0,940,,65,-1
10.75,2110.0,2.0,A0,5.0,2110,2690.0,36,-1
1.7,870.0,1.0,A0,3.0,870,1120.0,74,-1
5.6,1920.0,1.0,A0,4.0,1200,,46,-1
1.9,1860.0,1.0,A0,4.0,1110,,52,-1
3.82,2800.0,2.0,A0,3.0,2800,2800.0,13,-1
1.31,970.0,1.0,A0,4.0,970,,73,-1
4.95,2730.0,2.0,A0,,1530,,37,-1
4.8,1740.0,1.5,A0,4.0,1640,1660.0,95,-1
3.05,1660.0,1.0,A0,,1660,,66,-1
4.0,2130.0,2.0,A0,3.0,2130,,30,-1
4.0058,1520.0,1.0,A0,3.0,1520,,32,-1
2.67,740.0,1.0,A0,3.0,740,,67,-1
7.8,3090.0,2.0,A0,3.0,3090,3120.0,37,-1
1.24,720.0,1.0,A0,5.0,720,970.0,72,-1
4.61,2650.0,1.0,A0,3.0,1350,,50,-1
2.37,1470.0,1.0,A0,4.0,1180,1900.0,42,-1
4.25,2690.0,1.5,A0,,2690,1660.0,66,-1
2.8,3000.0,2.0,A0,3.0,3000,,10,-1
4.33,1800.0,1.0,A0,3.0,1440,,37,-1
5.655,1070.0,1.0,A0,4.0,1070,1380.0,96,-1
2.17,1950.0,2.0,A0,3.0,1950,,19,-1
6.9,3190.0,2.0,A0,3.0,3190,2950.0,8,-1
3.77,2716.0,2.0,A0,,2716,2580.0,1,-1
21.25,5990.0,2.0,A1,3.0,4050,,13,-1
3.74,1660.0,1.0,A0,4.0,1660,2060.0,63,-1
4.055,2180.0,1.0,A0,4.0,2180,,47,-1
16.45,4590.0,2.0,A0,3.0,4590,3350.0,7,-1
11.5,3420.0,2.0,A0,3.0,3420,,25,-1
3.7,1630.0,1.0,A0,3.0,1630,2250.0,28,-1
2.16,1580.0,2.0,A0,4.0,1580,1590.0,31,-1
2.09,1660.0,2.0,A0,3.0,1660,,2,-1
7.165,3250.0,2.0,A0,3.0,3250,3240.0,21,-1
2.35,770.0,1.0,A0,4.0,770,,67,-1
14.25,3560.0,2.5,A0,4.0,3560,,101,-1
1.87,2070.0,2.0,A0,3.0,2070,,9,-1
3.06156,1320.0,1.0,A0,4.0,1320,,107,-1
1.65,1420.0,1.0,A0,4.0,980,,35,-1
4.32,1770.0,1.0,A0,,1170,1540.0,47,-1
2.45,1490.0,1.0,A0,4.0,1490,,46,-1
3.115,2950.0,1.5,A0,3.0,1950,2060.0,52,-1
2.75,2680.0,2.0,A0,3.0,2680,,25,6
3.75,1350.0,1.0,A0,4.0,1350,1450.0,61,-1
8.0,4230.0,2.0,A0,3.0,2720,,25,-1
5.2,2100.0,2.0,A0,3.0,1400,,108,22
3.65,2410.0,2.0,A0,3.0,2410,,32,-1
1.35,1030.0,1.0,A0,3.0,1030,,48,-1
4.75,2160.0,1.0,A0,3.0,1430,,28,-1
5.65,2390.0,2.0,A0,,2390,,25,-1
9.25,1880.0,1.5,A0,4.0,1880,,91,-1
2.25,1960.0,2.0,A0,3.0,1670,,3,-1
4.3,2200.0,1.0,A0,4.0,1100,2140.0,53,-1
1.47,1240.0,1.0,A0,3.0,1070,,48,-1
3.55,1050.0,1.0,A0,5.0,850,1080.0,88,-1
3.25,1230.0,1.0,A0,3.0,990,,31,-1
13.35,3250.0,2.0,A0,3.0,3250,,36,-1
4.25,2760.0,2.0,A0,3.0,2760,,25,-1
3.75,1620.0,3.0,A0,3.0,1540,,6,-1
5.9,2330.0,1.0,A0,3.0,2330,,19,-1
4.35,2240.0,2.0,A0,3.0,1370,,86,-1
3.75,2290.0,2.0,A0,3.0,2290,,9,-1
1.9,1530.0,2.0,A0,4.0,1530,,24,-1
3.7,2160.0,1.0,A0,4.0,1220,,39,-1
6.74,3380.0,2.0,A0,3.0,3380,,50,12
2.281,1640.0,1.0,A0,3.0,1640,1640.0,63,-1
2.22,1940.0,2.0,A0,3.0,1940,,21,-1
1.9149,1810.0,2.0,A0,,1810,,11,-1
3.534,2650.0,2.0,A0,3.0,2650,,15,-1
4.0,2500.0,2.0,A0,3.0,2500,,5,-1
1.45,1660.0,1.0,A0,3.0,1010,,63,-1
3.845,1470.0,1.0,A0,3.0,1030,,31,-1
0.69975,900.0,1.0,A0,3.0,900,1350.0,75,-1
1.35,1200.0,1.0,A0,3.0,1200,1400.0,47,-1
4.8895,3050.0,2.0,A0,3.0,3050,,1,-1
4.07,1380.0,3.0,A0,,1380,,7,-1
4.5,3670.0,2.0,A0,3.0,3670,,10,-1
2.29,950.0,2.0,A0,3.0,850,,12,-1
6.43,1030.0,1.0,A0,5.0,1030,2230.0,63,-1
7.1,2900.0,1.0,A0,4.0,2410,,37,-1
4.23,2270.0,1.0,A0,4.0,1290,,42,-1
1.59,1420.0,1.0,A0,,1420,1660.0,49,-1
7.0,3310.0,2.0,A0,3.0,3310,,10,-1
3.25,2150.0,1.0,A0,4.0,2150,,63,-1
28.75,6240.0,1.0,A0,3.0,4610,,12,-1
